Gender,Education,Specialization,interests,skills ,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification
Male,B.Tech,Renual resources and energy,Trading,People management;Negotiation skills;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Presentation Skills,70,"Auto cad, data entry,online trading, best explainer award.",No,NA,
Male,B.Tech,Electrical sciences,Sales/Marketing;Technology;Data analytics,Accounting Skills;Hardware skills;Gathering Information;Business Knowledge;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Risk management skills;Hospitality;HR,62,Automation ,Yes,I m a marketing head,
Male,BA,General,Teaching;Social causes,Artistic/Creative Skills;Finance related skills;Mass Communication,74,java,Yes,software developer,
Female,B.Sc,Computer Science Engineering,Technology,SQL,56,No,No,NA,
Female,B.Sc,Computer Science,Govt. Job,Artistic/Creative Skills;Leadership,68,No,Yes,Motor controller,
Male,B.E,Mechanical Engineering,"Take risk for Profits, Technology, Entrepreneurship","AI, ML, Python, Programming, Excel",42,"Data Science, Tableau",No,Student (Unemployed),
Male,BE,Mathematics,Data analytics,Programming Language skills;Business Knowledge;Communication skills;Problem Solving skills;Risk management skills;Machine Learning skills;Python;Artificial Intelligence,59,Data Science,No,NA,
Male,BCA,data analysis,Data analytics;Machine Learning,Analytical Skills;Communication skills;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Python,53,AI chatbot for education,No,NA,
Male,BE,MM,Research;Technology,Communication skills;Python;Cloud Computing,47,Python,Yes,Saleforce developer,
Male,B.Tech,Mechanical Engineering,Technology,Critical Thinking;Analytical Skills;Communication skills;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,65,Certificate in Data Science ,No,NA,
Male,B.Sc,Computer Science ,Technology,"AI, ML, Python, Java, SQL, Communication Skills, Negotiation Skills, Leadership, Excel, Logical Skills, Interpersonal Skills, C++, Linux, Observation Skills",75,No,Yes,Student (Unemployed),Masters in Computer Science
Male,BE,Civil,All fields related to Data science.,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Python;SQL;Good communication skills,66,Primavera P6,No,Billing engineer ,
Male,B.Com,Economics,Financial Analysis,Accounting Skills;Editing,46,No,No,NA,Masters in business
Male,B.Tech,Mechanical Engineering,Research;Technology,Active Listening;Programming Language skills;Communication skills,42,Diploma in mechanical engineering,Yes,Service advisor,
Male,B.Tech,Computer Science Engineering,Teaching;Technology;Trading,Product knowledge;Problem Solving skills;Designing skills;Python,64,No,Yes,Telecaller,
Female,M.Sc,Applied Geology ,Govt. Job,C++,53,Pgdca ,No,NA,Masters in applied geology
Female,B.Sc,Computer Science Engineering,Technology,"Programming, Team work, C++, Problem Solving skills, Designing Skills, iOS",73,No,Yes,iOS Developer,Masters in Computer Science
Female,Bachelor of journalism,Journalism,Research;Teaching;Content Writing,Active Listening;Business Knowledge;Communication skills;Mass Communication;HR,41,No,Yes,HR,
Male,B.E,Automobile Engineering,"Social Justice, Take risk for Profits, Technology, Understand Human Behaviour","Critical Thinking, Business Knowledge, Java, People Management, Work under Pressure, Leadership, Product Knowledge, Team work, Risk Managing",73,Automation testing,Yes,Computer Software Engineer,
Female,MBA,finances,Financial Analysis;Understand human behaviour;Govt. Job,Accounting Skills;Hardware skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau ),46,No,Yes,accountant ,
Female,B.Tech,Information TechNAlogy,Technology,"Python, Java, SQL, Excel",75,No,Yes,Data Engineer,
Male,B.Tech,Computer Science Engineering,Digital marketing;Data scientist;Web development;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;R;Python;Artificial Intelligence;SQL;Content creation;Java;Cloud Computing;AWS,52,Oracle Certified Associate,Yes,Data Scientist,Masters in Data Analytics
Male,BE,Mechanical Engineering,Research;Technology;Supply Chain Analysis;Information Technology,Active Listening;Critical Thinking;Analytical Skills;Communication skills;Negotiation skills;Designing skills;Java,79,Catia V5,Yes,Material Planner,
Female,BE,Electrical and Electronics Engineering,Data scientist,Python,40,No,No,NA,
Male,B.Tech,Engineering,"Research, Sales/Marketing, Entrepreneurship, Operations","Critical Thinking, Analytic Thinking, People Management, Work under Pressure, Product Knowledge, Market Study, Team work, Excel, Interpersonal Skills, Problem Solving skills, Sales",49,Operations and supply chain management,No,Student (Unemployed),Masters in Business Administration
Male,B.Tech,Computer Science and Engineering,Technology,NO,71,No,Yes,Software Developer,
Female,B.Tech,Electrical and Electronics Engineering,"Technology,Entrepreneurship","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",75,Java Training,Yes,Front End Java Developer,Masters in Business Analytics
Male,B.Tech,Mechanical Engineering,Financial Analysis;News Coverage;Research;Sales/Marketing;Social Justice;Technology;Web Designing;Content Writing;Data analytics;Digital marketing;Data scientist;Web development;Market reserach;Social media marketing;Blockchain;Salesforce Admin;Construction;Construction Manegement,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Negotiation skills;Leadership;Social Media Marketing;Interpersonal skills;C++;Presentation Skills;Python;SQL,74,No,Yes,Associate Software Engineer,
Male,B.Com,Computer Applications,Sales/Marketing;Technology;Understand human behaviour;Data analytics;Game industry;Data scientist;Web development,Accounting Skills;Programming Language skills;Gathering Information;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Sales;Social Media Marketing;Python;SQL;Client management,79,Tally,Yes,Field sales officer,
Male,B.Com,Accountancy,"Financial Analysis, Entrepreneurship","Gathering Informing, Business Knowledge",66,No,No,Journalist,
Male,B.Com,Business Administration,Sales/Marketing,Leadership,56,Computer Engineer,Yes,Business Analyst,Masters in Computer Applications
Female,B.Com,Commerce,News Coverage,Writing,70,Telaring,No,Teacher,
Female,B.Com,Commerce,News Coverage,Writing,57,No,No,Teacher,
Male,B.Tech,Mechanical Engineering,Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),45,ANSYS & Finite Element Analysis,Yes, CES-CAE- FEA Analyst,
Male,B.Tech,Civil engineering,Technology;Data analytics;Data scientist,Analytical Skills;Python;SQL,49,Certificate program in Data science,No,NA,Structural engineering
Male,BE,Information Technology,Web Designing;Data analytics;Digital marketing;Data scientist,Programming Language skills;Critical Thinking;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL;Java;Cloud Computing;Architecture;AWS,67,"Selenium WebDriver,JAVA",Yes, Database Administrator,
Male,BCA,Mathematics ,Financial Analysis;Research;Social Justice;Data analytics;Data scientist;Web development;Social media marketing,Critical Thinking;Analytical Skills;People management;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL;Cloud Computing;Architecture;MATLAB,61,"SQL, Data Science ",No,NA,
Male,B.Tech,Electrical and Electronics Engineering,Software Job,NO,56,No,Yes,associate trainee,
Male,B.Tech,Computer Science Engineering,Software Job,NO,77,No,Yes,trainee and associates,
Male,BE ,Mechanical Engineering,Technology,"Work under Pressure, Team work, Excel",56,No,Yes,Mechanical Engineer,Masters in Management Studies 
Female,MBA,Accountancy,Financial Analysis,Business Knowledge,53,No,No,Business Analyst,Masters in Accounting
Male,B.Tech,Biotechnology,"Research, Technology","Active Listening, Leadership, Team work, Interpersonal Skills, Building Rapport",57,Biozeen training,Yes,Production specialist,Masters in Science
Female,B.Tech,Computer Science Engineering,Technology,"Python, Java, SQL, C++",40,No,No,Computer Software Engineer,Masters in Computer Science
Male,B.Tech,Computer Science Engineering,Technology;Service;Social causes;All fields related to Data science.,Programming Language skills;Communication skills;Leadership;Problem Solving skills,71,NPTEL,No,NA,
Male,B.Tech,Mechanical Engineering,Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),44,Product Development,Yes,Mechanical Design Engineer,
Male,BE,Mechanical Engineering,Technology;Trading;Data analytics,Active Listening;Programming Language skills;Gathering Information;Analytical Skills;R;Python;SQL,74,Data Science Course Certification,No,NA,
Male,B.Tech,Electrical Engineering,Technology;Understand human behaviour;Web Designing;Web development,Programming Language skills;Business Knowledge;People management;Communication skills;Java;Good communication skills,73,"Wind energy, python",Yes,Software Developer ,
Female,BE,Mechanical engineering ,Financial Analysis;News Coverage;Technology;Supply Chain Analysis,Active Listening;Critical Thinking;Finance related skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Interpersonal skills;Presentation Skills,71,No,Yes,Mechanical product developer ,Masters in Global Foresight and technology management 
Male,BE,Electrical and Electronics,Further Studies,NO,71,No,No,NA,M.Tech ( Master of Technology )
Male,B.Tech,Mechanical Engineering,Web Designing;Data analytics;Govt. Job;Game industry;Data scientist;All fields related to Data science.;Industires,Active Listening;Hardware skills;Critical Thinking;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Interpersonal skills;Presentation Skills;Python;Good communication skills,48,CATIA AUTOCAD ANALYSIS SOLID WORKS,No,NA,
Male,B.Tech,Mining,Social Justice;Technology;Industires,Hardware skills;Product knowledge,49,No,Yes,General masdor,
Female,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",60,No,Yes,Teaching,M.Tech
Female,B.Sc,Mathematics ,Research;Data analytics;Data scientist;Market reserach;Social causes,Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Editing;Problem Solving skills;Risk management skills;Writing skills;C++;R;Java;MATLAB,79,No,Yes,Analyst,
Male,B.Tech,Electrical and Electronics Engineering,"Cloud computing,Technology,Data analytics,Machine Learning,Cyber Security",Security Information and Event Management (SIEM);Security Operations Center,56,Certified Network Security Specialist,Yes,"
Cyber Security Analyst",
Male,B.Tech,Information TechNAlogy,Technology,"Java, Programming",48,No,No,Mechanical Engineer,Masters in Business Analytics
Male,B.E,Electrical and Electronics Engineering,"Financial Analysis, Technology","Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Editing, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Risk Managing, Reporting, Subject Knowledge",57,Courses on SAP ,Yes,Data Analyst,Masters in Data Analytics
Female,BCA,Electronics & Telecommunications Engineering,Sales/Marketing,Leadership;Designing skills;Writing skills;C++;Hospitality,49,No,No,NA,Python
Male,B.Com,Computer Science Engineering,Sales/Marketing,"Leadership, Product Knowledge, Team work, Excel, Sales, Building Rapport, Subject Knowledge",42,No,Yes,Sales Executive,Masters in Business Administration
Male,BCA,Engineerinh,Web Designing;Game industry;Web development,Programming Language skills;Critical Thinking;Editing;Writing skills,54,No,No,NA,
Male,BE,C++,Higher Studies,"Communication Skills, Leadership, Team work, Excel, Interpersonal Skills, Presentation Skills, Subject Knowledge, AutoCAD, CATIA",67,CAD Courses - CATIA,No,Assistant Professor,Automotive Engineering
Male,B.Tech,Sales & Marketing,Technology;Blockchain,C++,44,No,Yes,Senior associate,M.tech
Male,B.Tech,C programming ,Research;Technology;Game industry;Product Life cycle Management,Critical Thinking;Analytical Skills;Product knowledge;Problem Solving skills,57,No,Yes,Compliance Engineer,
Male,BE,Mechanical Engineering,Sales/Marketing;Digital marketing;Social media marketing,Active Listening;Critical Thinking;Communication skills;Problem Solving skills;Designing skills;Writing skills;Sales;Social Media Marketing;Presentation Skills,51,No,No,NA,
Female,B.Tech,Electronics and Communication Engineering,Application Development,"Analytic Thinking, Gathering Informing, SQL, Programming, Communication Skills, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Problem Solving skills",47,Microsoft full stack certification,Yes,Back End Developer,
Male,B.Tech,Chemical Engineering ,Financial Analysis,"
Equity Valuation;M&A analysis",72,JP Morgan Investment Banking Virtual Experience;NISM VA Mutual Fund Distributor ;Basic and Advance Trading Course,Yes,Financial Analyst,Finance
